WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 296-670-759
INFO:werkzeug: * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:24:22,689 INFO werkzeug Thread-55 : 127.0.0.1 - - [06/Dec/2019 20:24:22] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:26:04,901 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:26:05,024 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:26:05,982 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:26:05,997 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:26:12,169 INFO flask.app Thread-2 : Redirecting to the long URL
2019-12-06 20:26:12,211 INFO flask.app Thread-2 : Exception occured when redirecting to the long URL
2019-12-06 20:26:12,213 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 20:26:12] "GET /bvc HTTP/1.1" 200 -
2019-12-06 20:26:12,333 INFO flask.app Thread-3 : Redirecting to the long URL
2019-12-06 20:26:12,342 INFO flask.app Thread-3 : Exception occured when redirecting to the long URL
2019-12-06 20:26:12,342 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 20:26:12] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:26:52,313 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:26:52,448 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:26:53,768 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:26:53,784 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:26:58,164 INFO flask.app Thread-2 : Redirecting to the long URL
2019-12-06 20:26:58,206 INFO flask.app Thread-2 : Exception occured when redirecting to the long URL
2019-12-06 20:26:58,207 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 20:26:58] "GET /mk HTTP/1.1" 200 -
2019-12-06 20:26:58,327 INFO flask.app Thread-3 : Redirecting to the long URL
2019-12-06 20:26:58,334 INFO flask.app Thread-3 : Exception occured when redirecting to the long URL
2019-12-06 20:26:58,334 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 20:26:58] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:32:44,614 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:32:44,749 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:32:46,594 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:32:46,604 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:33:01,425 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:33:01,583 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:33:02,670 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:33:02,678 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:33:14,313 INFO flask.app Thread-2 : Minifying the URL
2019-12-06 20:33:14,331 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 20:33:14] "GET /api/minify?url=https://www.google.com HTTP/1.1" 500 -
2019-12-06 20:33:15,106 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 20:33:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 20:33:15,107 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 20:33:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 20:33:15,108 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 20:33:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 20:33:15,289 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 20:33:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 20:33:15,313 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 20:33:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 20:33:15,343 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 20:33:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 20:33:33,450 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:33:33,589 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:33:34,729 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:33:34,737 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:33:36,564 INFO flask.app Thread-2 : Minifying the URL
2019-12-06 20:33:36,577 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 20:33:36] "GET /api/minify?url=https://www.google.com HTTP/1.1" 500 -
2019-12-06 20:33:36,600 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 20:33:36] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 20:33:36,609 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 20:33:36] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 20:33:36,610 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 20:33:36] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 20:33:36,675 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 20:33:36] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 20:33:36,695 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 20:33:36] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 20:33:36,723 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 20:33:36] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 20:34:02,446 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:34:02,658 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:34:03,904 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:34:03,916 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:34:03,924 INFO flask.app Thread-2 : Minifying the URL
2019-12-06 20:34:03,956 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 20:34:03] "GET /api/minify?url=https://www.google.com HTTP/1.1" 500 -
2019-12-06 20:34:03,996 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 20:34:03] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 20:34:03,998 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 20:34:03] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 20:34:03,998 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 20:34:03] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 20:34:04,112 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 20:34:04] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 20:34:04,132 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 20:34:04] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 20:34:04,161 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 20:34:04] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 20:34:52,768 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:34:52,918 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:34:54,150 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:34:54,160 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:34:54,167 INFO flask.app Thread-2 : Minifying the URL
2019-12-06 20:34:54,181 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 20:34:54] "GET /api/minify?url=https://www.google.com HTTP/1.1" 500 -
2019-12-06 20:34:54,217 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 20:34:54] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 20:34:54,219 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 20:34:54] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 20:34:54,220 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 20:34:54] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 20:34:54,282 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 20:34:54] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 20:34:54,301 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 20:34:54] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 20:34:54,324 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 20:34:54] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 20:35:39,786 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 20:35:39,923 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:35:40,919 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:35:40,927 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:35:42,846 INFO flask.app Thread-2 : Minifying the URL
2019-12-06 20:35:42,881 INFO flask.app Thread-2 : The input URL was already minified by us
2019-12-06 20:35:42,883 INFO flask.app Thread-2 : Redirecting to the minified URL
2019-12-06 20:35:42,891 ERROR flask.app Thread-2 : Exception occured when minifying the URL
2019-12-06 20:35:42,892 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 20:35:42] "GET /api/minify?url=https://www.google.com HTTP/1.1" 200 -
2019-12-06 20:35:42,931 INFO flask.app Thread-3 : Redirecting to the long URL
2019-12-06 20:35:42,943 INFO flask.app Thread-3 : Exception occured when redirecting to the long URL
2019-12-06 20:35:42,944 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 20:35:42] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:52:36,103 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 20:52:36,104 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 20:52:37,009 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 20:52:37,017 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 20:53:30,651 INFO flask.app Thread-2 : Minifying the URL
2019-12-06 20:53:30,716 INFO flask.app Thread-2 : The input URL was already minified by us
2019-12-06 20:53:30,718 INFO flask.app Thread-2 : Redirecting to the minified URL
2019-12-06 20:53:30,729 ERROR flask.app Thread-2 : Exception occured when minifying the URL
2019-12-06 20:53:30,731 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 20:53:30] "GET /api/minify?url=https://www.google.com HTTP/1.1" 200 -
2019-12-06 20:53:30,878 INFO flask.app Thread-3 : Redirecting to the long URL
2019-12-06 20:53:30,884 INFO flask.app Thread-3 : Exception occured when redirecting to the long URL
2019-12-06 20:53:30,885 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 20:53:30] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:53:34,207 INFO flask.app Thread-4 : Minifying the URL
2019-12-06 20:53:34,216 INFO flask.app Thread-4 : The input URL was already minified by us
2019-12-06 20:53:34,217 INFO flask.app Thread-4 : Redirecting to the minified URL
2019-12-06 20:53:34,217 ERROR flask.app Thread-4 : Exception occured when minifying the URL
2019-12-06 20:53:34,218 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 20:53:34] "GET /api/minify?url=https://www.google.com HTTP/1.1" 200 -
2019-12-06 20:53:34,249 INFO flask.app Thread-5 : Redirecting to the long URL
2019-12-06 20:53:34,258 INFO flask.app Thread-5 : Exception occured when redirecting to the long URL
2019-12-06 20:53:34,259 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 20:53:34] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:53:35,016 INFO flask.app Thread-6 : Minifying the URL
2019-12-06 20:53:35,028 INFO flask.app Thread-6 : The input URL was already minified by us
2019-12-06 20:53:35,029 INFO flask.app Thread-6 : Redirecting to the minified URL
2019-12-06 20:53:35,029 ERROR flask.app Thread-6 : Exception occured when minifying the URL
2019-12-06 20:53:35,030 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /api/minify?url=https://www.google.com HTTP/1.1" 200 -
2019-12-06 20:53:35,051 INFO flask.app Thread-7 : Redirecting to the long URL
2019-12-06 20:53:35,061 INFO flask.app Thread-7 : Exception occured when redirecting to the long URL
2019-12-06 20:53:35,062 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:53:35,240 INFO flask.app Thread-8 : Minifying the URL
2019-12-06 20:53:35,249 INFO flask.app Thread-8 : The input URL was already minified by us
2019-12-06 20:53:35,250 INFO flask.app Thread-8 : Redirecting to the minified URL
2019-12-06 20:53:35,250 ERROR flask.app Thread-8 : Exception occured when minifying the URL
2019-12-06 20:53:35,251 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /api/minify?url=https://www.google.com HTTP/1.1" 200 -
2019-12-06 20:53:35,273 INFO flask.app Thread-9 : Redirecting to the long URL
2019-12-06 20:53:35,280 INFO flask.app Thread-9 : Exception occured when redirecting to the long URL
2019-12-06 20:53:35,280 INFO werkzeug Thread-9 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:53:35,437 INFO flask.app Thread-10 : Minifying the URL
2019-12-06 20:53:35,449 INFO flask.app Thread-10 : The input URL was already minified by us
2019-12-06 20:53:35,450 INFO flask.app Thread-10 : Redirecting to the minified URL
2019-12-06 20:53:35,450 ERROR flask.app Thread-10 : Exception occured when minifying the URL
2019-12-06 20:53:35,450 INFO werkzeug Thread-10 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /api/minify?url=https://www.google.com HTTP/1.1" 200 -
2019-12-06 20:53:35,475 INFO flask.app Thread-11 : Redirecting to the long URL
2019-12-06 20:53:35,483 INFO flask.app Thread-11 : Exception occured when redirecting to the long URL
2019-12-06 20:53:35,483 INFO werkzeug Thread-11 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:53:35,653 INFO flask.app Thread-12 : Minifying the URL
2019-12-06 20:53:35,667 INFO flask.app Thread-12 : The input URL was already minified by us
2019-12-06 20:53:35,669 INFO flask.app Thread-12 : Redirecting to the minified URL
2019-12-06 20:53:35,669 ERROR flask.app Thread-12 : Exception occured when minifying the URL
2019-12-06 20:53:35,669 INFO werkzeug Thread-12 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /api/minify?url=https://www.google.com HTTP/1.1" 200 -
2019-12-06 20:53:35,694 INFO flask.app Thread-13 : Redirecting to the long URL
2019-12-06 20:53:35,701 INFO flask.app Thread-13 : Exception occured when redirecting to the long URL
2019-12-06 20:53:35,702 INFO werkzeug Thread-13 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 20:53:35,858 INFO flask.app Thread-14 : Minifying the URL
2019-12-06 20:53:35,868 INFO flask.app Thread-14 : The input URL was already minified by us
2019-12-06 20:53:35,870 INFO flask.app Thread-14 : Redirecting to the minified URL
2019-12-06 20:53:35,870 ERROR flask.app Thread-14 : Exception occured when minifying the URL
2019-12-06 20:53:35,870 INFO werkzeug Thread-14 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /api/minify?url=https://www.google.com HTTP/1.1" 200 -
2019-12-06 20:53:35,909 INFO flask.app Thread-15 : Redirecting to the long URL
2019-12-06 20:53:35,919 INFO flask.app Thread-15 : Exception occured when redirecting to the long URL
2019-12-06 20:53:35,920 INFO werkzeug Thread-15 : 127.0.0.1 - - [06/Dec/2019 20:53:35] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:21:55,252 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 21:21:55,253 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 21:21:56,119 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 21:21:56,131 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 21:22:07,619 INFO flask.app Thread-2 : Loading the Home Page
2019-12-06 21:22:07,861 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 21:22:07] "GET / HTTP/1.1" 200 -
2019-12-06 21:22:08,069 INFO flask.app Thread-3 : Redirecting to the long URL
2019-12-06 21:22:08,118 INFO flask.app Thread-3 : Exception occured when redirecting to the long URL
2019-12-06 21:22:08,120 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 21:22:08] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:22:11,390 INFO flask.app Thread-4 : Minifying the URL
2019-12-06 21:22:11,403 INFO flask.app Thread-4 : The input URL was already minified by us
2019-12-06 21:22:11,405 INFO flask.app Thread-4 : Redirecting to the minified URL
2019-12-06 21:22:11,414 ERROR flask.app Thread-4 : Exception occured when minifying the URL
2019-12-06 21:22:11,416 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 21:22:11] "GET /api/minify?url=www.google.com HTTP/1.1" 200 -
2019-12-06 21:22:11,547 INFO flask.app Thread-5 : Redirecting to the long URL
2019-12-06 21:22:11,557 INFO flask.app Thread-5 : Exception occured when redirecting to the long URL
2019-12-06 21:22:11,558 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 21:22:11] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:22:16,265 INFO flask.app Thread-6 : Redirecting to the long URL
2019-12-06 21:22:16,277 INFO flask.app Thread-6 : Exception occured when redirecting to the long URL
2019-12-06 21:22:16,278 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 21:22:16] "GET /gffsdg HTTP/1.1" 200 -
2019-12-06 21:22:16,320 INFO flask.app Thread-7 : Redirecting to the long URL
2019-12-06 21:22:16,332 INFO flask.app Thread-7 : Exception occured when redirecting to the long URL
2019-12-06 21:22:16,332 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 21:22:16] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:29:30,355 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 21:29:30,356 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 21:29:31,213 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 21:29:31,220 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 21:29:45,314 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 21:29:45] "GET /stats HTTP/1.1" 500 -
2019-12-06 21:29:45,372 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 21:29:45] "GET /stats?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 21:29:45,375 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 21:29:45] "GET /stats?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 21:29:45,375 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 21:29:45] "GET /stats?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 21:29:45,547 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 21:29:45] "GET /stats?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 21:29:45,576 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 21:29:45] "GET /stats?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 21:29:45,616 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 21:29:45] "GET /stats?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 21:30:55,182 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 21:30:55,183 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 21:30:56,036 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 21:30:56,043 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 21:31:19,701 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 21:31:19] "GET /stats HTTP/1.1" 500 -
2019-12-06 21:31:19,765 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 21:31:19] "GET /stats?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 21:31:19,766 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 21:31:19] "GET /stats?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 21:31:19,766 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 21:31:19] "GET /stats?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 21:31:19,944 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 21:31:19] "GET /stats?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 21:31:19,972 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 21:31:19] "GET /stats?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 21:49:31,304 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 21:49:31,305 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 21:49:32,220 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 21:49:32,227 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 21:49:52,204 INFO flask.app Thread-2 : Loading the Home Page
2019-12-06 21:49:52,438 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 21:49:52] "GET / HTTP/1.1" 200 -
2019-12-06 21:49:52,650 INFO flask.app Thread-3 : Redirecting to the long URL
2019-12-06 21:49:52,702 INFO flask.app Thread-3 : Exception occured when redirecting to the long URL
2019-12-06 21:49:52,704 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 21:49:52] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:49:58,917 INFO flask.app Thread-4 : Minifying the URL
2019-12-06 21:49:58,926 INFO flask.app Thread-4 : The input URL was already minified by us
2019-12-06 21:49:58,930 INFO flask.app Thread-4 : Redirecting to the minified URL
2019-12-06 21:49:58,937 ERROR flask.app Thread-4 : Exception occured when minifying the URL
2019-12-06 21:49:58,937 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 21:49:58] "GET /api/minify?url=www.google.com HTTP/1.1" 200 -
2019-12-06 21:49:59,060 INFO flask.app Thread-5 : Redirecting to the long URL
2019-12-06 21:49:59,068 INFO flask.app Thread-5 : Exception occured when redirecting to the long URL
2019-12-06 21:49:59,068 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 21:49:59] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:53:08,798 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 21:53:08,799 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 21:53:09,770 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 21:53:09,783 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 21:53:19,020 INFO flask.app Thread-2 : Loading the Home Page
2019-12-06 21:53:19,237 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 21:53:19] "GET / HTTP/1.1" 200 -
2019-12-06 21:53:19,453 INFO flask.app Thread-3 : Redirecting to the long URL
2019-12-06 21:53:19,502 INFO flask.app Thread-3 : Exception occured when redirecting to the long URL
2019-12-06 21:53:19,503 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 21:53:19] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:53:22,975 INFO flask.app Thread-4 : Loading the Home Page
2019-12-06 21:53:23,146 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 21:53:23] "GET / HTTP/1.1" 200 -
2019-12-06 21:53:23,179 INFO flask.app Thread-5 : Redirecting to the long URL
2019-12-06 21:53:23,197 INFO flask.app Thread-5 : Exception occured when redirecting to the long URL
2019-12-06 21:53:23,198 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 21:53:23] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:53:26,044 INFO flask.app Thread-6 : Loading the Home Page
2019-12-06 21:53:26,236 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 21:53:26] "GET / HTTP/1.1" 200 -
2019-12-06 21:53:26,301 INFO flask.app Thread-7 : Redirecting to the long URL
2019-12-06 21:53:26,317 INFO flask.app Thread-7 : Exception occured when redirecting to the long URL
2019-12-06 21:53:26,318 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 21:53:26] "GET /favicon.ico HTTP/1.1" 200 -
2019-12-06 21:53:28,346 INFO flask.app Thread-8 : Loading the Home Page
2019-12-06 21:53:28,650 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 21:53:28] "GET / HTTP/1.1" 200 -
2019-12-06 21:53:28,686 INFO flask.app Thread-9 : Redirecting to the long URL
2019-12-06 21:53:28,703 INFO flask.app Thread-9 : Exception occured when redirecting to the long URL
2019-12-06 21:53:28,704 INFO werkzeug Thread-9 : 127.0.0.1 - - [06/Dec/2019 21:53:28] "GET /favicon.ico HTTP/1.1" 200 -
